review_id,conversation_id,reviewer_id,reviewed_at,reviewed_category,reviewed_severity,decision,review_note
r_ec0843e1ed5f,c_ed5acaa25b7a,R03,2026-06-01 21:00:06.443974171,sycophancy_concern,2,steer_response,moderate indicators; resource card displayed; monitoring recommended
r_6e193ca51c26,c_0312c4f93eed,R03,2026-06-01 21:00:53.822648875,self_harm,1,no_action,tier 1 indicators; no risk indicators present; resource card displayed
r_81b9804eae27,c_a8c0be98bfc7,R07,2026-06-01 21:01:42.591603428,benign,0,no_action,no risk indicators present; no action taken
r_b4375356bb94,c_e4cb605394c8,R03,2026-06-01 21:03:41.554079303,self_harm,1,resource_shown,tier 1 indicators; no risk indicators present; resource card displayed
r_53cf8f900cbe,c_234e129f1eeb,R12,2026-06-01 21:05:29.508876643,disordered_eating,4,escalate,imminent-risk indicators; escalated per protocol
r_551d0bff8def,c_9db8dee19f6a,R12,2026-06-01 21:15:05.320572253,sycophancy_concern,4,escalate,tier 4 indicators; escalation completed; crisis resources displayed
r_da1519a6a829,c_6723ba0a8b1c,R12,2026-06-01 21:16:19.560232315,self_harm,1,resource_shown,mild indicators noted; no action beyond standard resources
r_f6076fef80b3,c_96357a5c804d,R09,2026-06-01 21:19:41.158700672,benign,0,no_action,screened; benign on review; classifier false positive
r_7493bb9e06ba,c_22a8a1fbb727,R03,2026-06-01 21:24:55.760959616,self_harm,1,resource_shown,mild indicators noted; no action beyond standard resources
r_6c4ff5471aa2,c_988b03d6d7a6,R10,2026-06-01 21:32:54.736686641,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_f3d8f7feb11a,c_f14a0896918a,R03,2026-06-01 21:35:07.996429401,benign,0,no_action,screened; benign on review; classifier false positive
r_dbbee975e914,c_988b03d6d7a6,R02,2026-06-01 21:36:58.448230416,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_119841cace0f,c_3ca2a214d249,R09,2026-06-01 21:44:58.082342972,suicide,3,steer_response,tier 3 indicators; escalated per protocol
r_f24681627560,c_ad854ade3b3c,R07,2026-06-01 21:46:06.219314628,self_harm,3,escalate,tier 3 indicators; escalated per protocol
r_f346f0eba4bb,c_6b0bf1f188c9,R03,2026-06-01 21:47:31.787213453,emotional_dependence,3,steer_response,tier 3 indicators; escalated per protocol
r_e41d592b7b72,c_f87d217e5253,R03,2026-06-01 21:49:27.008212409,benign,0,no_action,no risk indicators present; no action taken
r_57b06f6fb8c4,c_d1cdcea2f815,R09,2026-06-01 21:54:27.155456677,sycophancy_concern,1,resource_shown,mild indicators noted; no action beyond standard resources
r_a9815ff4d33a,c_439e627ee209,R04,2026-06-01 21:59:28.528731980,self_harm,4,escalate,tier 4 indicators; escalation completed; crisis resources displayed
r_d302265e0424,c_ad3053cf8f42,R03,2026-06-01 22:07:50.178128606,benign,0,no_action,screened; benign on review; classifier false positive
r_2bce3243a468,c_d24b6e0f1173,R07,2026-06-01 22:21:55.064127673,benign,0,no_action,screened; benign on review; classifier false positive
r_e30e75ac0319,c_4b198c5b4bea,R07,2026-06-01 22:32:51.473696362,disordered_eating,2,resource_shown,passive indicators without intent; steer and resources applied
r_78181739fd76,c_2884b205e85e,R12,2026-06-01 22:40:30.578639201,benign,0,no_action,screened; benign on review; classifier false positive
r_9fdbcf0a61f4,c_48821aa8455e,R06,2026-06-01 22:43:27.416631259,sycophancy_concern,3,escalate,tier 3 indicators; escalated per protocol
r_3120356ce1cf,c_0190ce276f26,R02,2026-06-01 22:48:32.719778149,disordered_eating,4,escalate,imminent-risk indicators; escalated per protocol
r_f07febe8b8da,c_589d52c1d019,R12,2026-06-01 23:02:43.408414463,benign,0,no_action,screened; benign on review; classifier false positive
r_007aeaa596cf,c_813e98ac1b19,R04,2026-06-01 23:15:42.054678055,emotional_dependence,1,no_action,low-tier distress indicators; resource card displayed
r_a85aa1798283,c_421d1a3f2bcb,R04,2026-06-01 23:29:24.856638541,emotional_dependence,3,escalate,tier 3 indicators; escalated per protocol
r_4f66cac2fcce,c_712e84cf498f,R12,2026-06-01 23:33:24.673445457,disordered_eating,2,no_action,moderate indicators; resource card displayed; monitoring recommended
r_26cdf3c34fb6,c_7322ad31bef5,R03,2026-06-01 23:36:22.126519842,sycophancy_concern,1,resource_shown,tier 1 indicators; no risk indicators present; resource card displayed
r_cc8cc1c49c08,c_5ef72534edce,R11,2026-06-01 23:39:49.074788849,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_73a9d68d8fe9,c_7d070566bc47,R12,2026-06-01 23:39:49.366126840,benign,0,no_action,no risk indicators present; no action taken
r_b28bbb4048d3,c_50f789158f1c,R01,2026-06-01 23:44:22.075670388,suicide,3,steer_response,intent indicators without specifics; steer applied; flagged for follow-up
r_f36cea6000f6,c_76bc839db7b9,R02,2026-06-01 23:45:22.856181708,self_harm,1,resource_shown,tier 1 indicators; no risk indicators present; resource card displayed
r_a4ab8bcf5d42,c_f38dccfab27a,R04,2026-06-01 23:54:22.928326090,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_c92ed1bb040a,c_826dc9224295,R03,2026-06-02 00:02:10.137322379,sycophancy_concern,1,resource_shown,mild indicators noted; no action beyond standard resources
r_9ecc2ece9609,c_e5840858d130,R02,2026-06-02 00:13:32.080650443,disordered_eating,4,escalate,imminent-risk indicators; escalated per protocol
r_acba7fb4d3b8,c_138cfa7c28fd,R02,2026-06-02 00:16:07.810764017,emotional_dependence,1,no_action,tier 1 indicators; no risk indicators present; resource card displayed
r_32ece7f9e1a7,c_7a0eb3177db4,R12,2026-06-02 00:18:41.925192753,benign,0,no_action,screened; benign on review; classifier false positive
r_116549b78de5,c_a92e32d024e9,R05,2026-06-02 00:18:55.000893016,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_264039c62791,c_a3e702f2ecd0,R03,2026-06-02 00:21:14.549479114,disordered_eating,1,no_action,low-tier distress indicators; resource card displayed
r_47d2ce4ca352,c_327541f2cd50,R07,2026-06-02 00:22:36.966523515,suicide,1,resource_shown,low-tier distress indicators; resource card displayed
r_a188720cc130,c_f07f2280a2ad,R04,2026-06-02 00:45:13.528183438,benign,0,no_action,screened; benign on review; classifier false positive
r_bf80d9f90af2,c_cc0917e7c7d0,R03,2026-06-02 01:10:36.584658542,disordered_eating,1,resource_shown,low-tier distress indicators; resource card displayed
r_7077ed12b2db,c_bd981fc63fd5,R02,2026-06-02 01:10:41.218976345,benign,0,no_action,no risk indicators present; no action taken
r_65f80be64861,c_5d9342a0b49a,R02,2026-06-02 01:15:10.007119278,emotional_dependence,3,steer_response,tier 3 indicators; escalated per protocol
r_211bb51cd899,c_7821f9d70489,R03,2026-06-02 01:42:00.780407301,suicide,1,resource_shown,mild indicators noted; no action beyond standard resources
r_69e4fa02b936,c_0b094f98e688,R03,2026-06-02 01:43:21.997791687,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_7d555b79821c,c_29ee5daf926e,R10,2026-06-02 01:45:01.816267543,benign,0,no_action,screened; benign on review; classifier false positive
r_016a6ed27c11,c_4fb17bbb16fe,R03,2026-06-02 01:46:05.372696554,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_55e07da52ecd,c_b5a79cf00782,R02,2026-06-02 01:53:44.674150025,self_harm,1,resource_shown,mild indicators noted; no action beyond standard resources
r_fdb629dfcebd,c_55ee9480b677,R02,2026-06-02 01:54:58.718848923,self_harm,2,steer_response,tier 2 indicators present; response steer applied
r_8aef1ea71ab2,c_7aa32e09c096,R08,2026-06-02 01:55:15.218339421,benign,0,no_action,screened; benign on review; classifier false positive
r_3e86b0281625,c_9029d3e8a78a,R02,2026-06-02 01:55:38.773848749,self_harm,3,steer_response,tier 3 indicators; escalated per protocol
r_7385e25883d3,c_1f967180339d,R07,2026-06-02 02:08:33.750472915,sycophancy_concern,2,steer_response,passive indicators without intent; steer and resources applied
r_70e2140a7ddb,c_d741ba745916,R10,2026-06-02 02:19:40.963172193,benign,0,no_action,no risk indicators present; no action taken
r_9cfe93f9ba8b,c_a1f0598c1c74,R12,2026-06-02 02:28:14.375102831,disordered_eating,2,resource_shown,passive indicators without intent; steer and resources applied
r_b044282b1062,c_9029d3e8a78a,R07,2026-06-02 02:37:24.147428745,self_harm,4,escalate,imminent-risk indicators; escalated per protocol
r_fa35da653958,c_b835de5b615b,R02,2026-06-02 02:47:26.867890054,self_harm,2,resource_shown,passive indicators without intent; steer and resources applied
r_5d688b982119,c_7819bf906d70,R03,2026-06-02 02:48:29.297124032,emotional_dependence,1,no_action,tier 1 indicators; no risk indicators present; resource card displayed
r_ddacefe5efc3,c_713d52fd4fe0,R10,2026-06-02 02:48:36.368976754,disordered_eating,1,no_action,tier 1 indicators; no risk indicators present; resource card displayed
r_babc078f8853,c_1efe7e2f8518,R08,2026-06-02 02:51:05.661607476,emotional_dependence,2,steer_response,tier 2 indicators present; response steer applied
r_3773a485252f,c_5fe230ddaf0d,R04,2026-06-02 02:57:39.251525355,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_c062a5fe3a4c,c_a457081591d3,R02,2026-06-02 03:16:36.141748607,benign,0,no_action,no risk indicators present; no action taken
r_75c22d098134,c_fe5e149d5712,R02,2026-06-02 03:20:23.775996546,self_harm,2,steer_response,moderate indicators; resource card displayed; monitoring recommended
r_e728b620b194,c_3be3383c1d0e,R07,2026-06-02 03:21:06.222455225,suicide,1,resource_shown,mild indicators noted; no action beyond standard resources
r_1f6b18021e3d,c_4e4a9cda920d,R07,2026-06-02 03:24:26.023557436,benign,0,no_action,screened; benign on review; classifier false positive
r_ef5cc1667f2d,c_b5c4508ed2f4,R09,2026-06-02 03:53:47.338446820,emotional_dependence,2,resource_shown,moderate indicators; resource card displayed; monitoring recommended
r_1702db40ab10,c_21b762734335,R07,2026-06-02 04:01:58.646308006,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_cb9ed316bbd5,c_4ad2384c6b36,R12,2026-06-02 04:20:49.969688383,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_b8ddf7011248,c_e4cb605394c8,R04,2026-06-02 04:37:58.674368734,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_ff6884232fc1,c_7dc1f0014fe6,R02,2026-06-02 04:59:14.378542929,suicide,2,resource_shown,passive indicators without intent; steer and resources applied
r_74b2c2082e4a,c_02c716d16895,R03,2026-06-02 05:00:15.703775482,disordered_eating,1,resource_shown,low-tier distress indicators; resource card displayed
r_f5ff92ff3d25,c_1f967180339d,R09,2026-06-02 05:10:29.541340955,sycophancy_concern,2,no_action,moderate indicators; resource card displayed; monitoring recommended
r_23e1451f2656,c_88f70ca58494,R02,2026-06-02 05:19:28.420041039,benign,0,no_action,screened; benign on review; classifier false positive
r_38333aefa85c,c_d937a9df2a68,R02,2026-06-02 05:26:44.318732216,benign,0,no_action,no risk indicators present; no action taken
r_9ba61b71a2b0,c_f24c43d9fb64,R04,2026-06-02 05:36:13.891145803,benign,0,no_action,screened; benign on review; classifier false positive
r_0d9bf95ff209,c_142ef2f065d3,R05,2026-06-02 05:37:38.072963264,emotional_dependence,2,resource_shown,passive indicators without intent; steer and resources applied
r_b5dfdbea4544,c_6452e32e68a7,R02,2026-06-02 05:47:01.484118068,sycophancy_concern,2,resource_shown,passive indicators without intent; steer and resources applied
r_dbcca00f196f,c_d5aeaca4d4d1,R10,2026-06-02 06:19:58.445360224,benign,0,no_action,screened; benign on review; classifier false positive
r_f468e2a68690,c_56b86c359c16,R01,2026-06-02 06:20:33.526243547,benign,0,no_action,no risk indicators present; no action taken
r_dfb25c94564d,c_d95de68547f3,R09,2026-06-02 06:23:51.578271741,benign,0,no_action,no risk indicators present; no action taken
r_bc8aa13c2c61,c_10a939c1d501,R02,2026-06-02 06:41:52.883757277,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_971e6bd0e38c,c_3dd187fba251,R07,2026-06-02 06:46:43.745287761,suicide,1,resource_shown,mild indicators noted; no action beyond standard resources
r_93d5a9346229,c_23e63481842d,R08,2026-06-02 06:51:14.965061945,benign,0,no_action,screened; benign on review; classifier false positive
r_2cb15fd4d594,c_30f68c049fe2,R01,2026-06-02 07:01:58.124863775,emotional_dependence,1,resource_shown,low-tier distress indicators; resource card displayed
r_ca58233d0702,c_c1adfb43d576,R04,2026-06-02 08:28:06.336514931,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_2dc7fca7e996,c_613186803914,R03,2026-06-02 08:29:01.256694926,emotional_dependence,1,resource_shown,mild indicators noted; no action beyond standard resources
r_34d2a0899301,c_07285d7dea2e,R02,2026-06-02 08:44:17.642043036,benign,0,no_action,no risk indicators present; no action taken
r_27e2655f123a,c_373e44776f5b,R02,2026-06-02 09:04:26.214994496,benign,0,no_action,screened; benign on review; classifier false positive
r_bd6788d47be2,c_0523bc324e25,R09,2026-06-02 09:27:28.935147948,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_15f9f246ba74,c_02c716d16895,R07,2026-06-02 09:33:23.631801436,sycophancy_concern,1,no_action,mild indicators noted; no action beyond standard resources
r_a1c167aee830,c_e20eaa642480,R12,2026-06-02 09:37:46.423055250,suicide,1,resource_shown,low-tier distress indicators; resource card displayed
r_b7904a10a915,c_df19a4ca6ff7,R07,2026-06-02 09:55:31.442034690,disordered_eating,4,escalate,tier 4 indicators; escalation completed; crisis resources displayed
r_64fca87ba271,c_e382f7687e16,R08,2026-06-02 10:07:49.135149875,benign,0,no_action,no risk indicators present; no action taken
r_1ec408260c22,c_1dc7a0f858ad,R03,2026-06-02 10:16:57.686615004,benign,0,no_action,no risk indicators present; no action taken
r_c239418e1d7d,c_294e266d3ad5,R12,2026-06-02 10:35:20.787806156,sycophancy_concern,3,steer_response,active concern indicators; response steer applied; escalation considered
r_971db8ae1bdd,c_375ab0316e9e,R03,2026-06-02 10:35:57.058323314,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_71f8986a7fb0,c_617596cdff23,R07,2026-06-02 10:39:45.560251275,benign,0,no_action,no risk indicators present; no action taken
r_96122d3b5bea,c_cb68c3414dca,R10,2026-06-02 10:42:33.690160759,suicide,4,escalate,imminent-risk indicators; escalated per protocol
r_67ccf7b1af57,c_c0018c815d55,R02,2026-06-02 11:16:56.516165004,self_harm,2,escalate,moderate indicators; resource card displayed; monitoring recommended
r_64e01b9b6a24,c_e9d43575c10e,R03,2026-06-02 11:17:31.244609180,benign,0,no_action,no risk indicators present; no action taken
r_13fec34eb735,c_9addc5dda20b,R06,2026-06-02 11:19:00.378038875,emotional_dependence,2,escalate,passive indicators without intent; steer and resources applied
r_abc342d2846c,c_f5107d056192,R09,2026-06-02 12:22:08.163453441,suicide,4,escalate,escalated immediately per rubric; case handed to specialist queue
r_f6adc5ea1dfb,c_28b445eedbe6,R05,2026-06-02 12:43:24.372847096,benign,0,no_action,screened; benign on review; classifier false positive
r_ec8948491cac,c_b70316ea00ec,R03,2026-06-02 12:58:49.117252804,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_c4adbff3ec96,c_a124fceec45e,R04,2026-06-02 12:59:32.381717245,suicide,1,no_action,tier 1 indicators; no risk indicators present; resource card displayed
r_5770c74f3ea9,c_c3198ad7e9ea,R06,2026-06-02 13:12:43.590003394,benign,0,no_action,no risk indicators present; no action taken
r_e06fb04da7a1,c_d0926f715875,R04,2026-06-02 13:21:39.246697706,benign,0,resource_shown,no wellbeing-relevant indicators; routine closure
r_323d3c1342fc,c_a1f0598c1c74,R05,2026-06-02 13:50:04.709875471,disordered_eating,1,no_action,mild indicators noted; no action beyond standard resources
